specialty,task_type,task_size,difficulty,user_level,actual_minutes
Artificial Intelligence,Writing Code,21,2,3,191
Artificial Intelligence,Reading Research Papers,3,3,3,35
Software Engineering,Writing Code,22,2,2,343
Software Engineering,Code Review,23,2,2,178
Computer Networks,Security Auditing,20,1,2,204
Artificial Intelligence,Math/Algorithm Review,6,2,2,76
Software Engineering,Writing Code,22,1,2,245
Computer Networks,Configuring Routers,1,2,1,18
Computer Networks,Security Auditing,6,2,2,91
Computer Networks,Configuring Routers,8,1,2,77
Artificial Intelligence,Data Preprocessing,1,3,1,26
Software Engineering,Writing Code,13,3,1,361
Artificial Intelligence,Writing Code,9,2,2,150
Computer Networks,Security Auditing,17,2,1,392
Artificial Intelligence,Math/Algorithm Review,16,3,1,425
Computer Networks,Security Auditing,22,1,1,304
Software Engineering,Writing Code,15,2,2,270
Artificial Intelligence,Math/Algorithm Review,14,2,3,135
Artificial Intelligence,Writing Code,15,1,2,130
Artificial Intelligence,Writing Code,8,3,3,130
Artificial Intelligence,Math/Algorithm Review,13,2,1,287
Artificial Intelligence,Model Training,1,3,3,17
Artificial Intelligence,Writing Code,15,1,1,200
Computer Networks,Network Troubleshooting,19,3,1,638
Computer Networks,Reading Protocols,22,2,2,318
Computer Networks,Lab Simulation,16,3,2,275
Software Engineering,Debugging,5,1,3,32
Artificial Intelligence,Data Preprocessing,5,2,2,69
Software Engineering,Writing Code,15,2,1,244
Computer Networks,Configuring Routers,11,3,2,258
Computer Networks,Lab Simulation,8,3,2,202
Software Engineering,System Design,19,1,1,270
Computer Networks,Security Auditing,12,2,2,190
Computer Networks,Lab Simulation,6,2,2,91
Software Engineering,Code Review,4,2,3,50
Artificial Intelligence,Data Preprocessing,15,3,3,198
Artificial Intelligence,Data Preprocessing,22,3,1,694
Software Engineering,Writing Code,9,2,2,115
Computer Networks,Network Troubleshooting,11,2,3,108
Artificial Intelligence,Math/Algorithm Review,20,2,1,384
Artificial Intelligence,Model Training,14,3,1,369
Artificial Intelligence,Writing Code,11,2,3,109
Computer Networks,Network Troubleshooting,24,2,2,403
Software Engineering,Reading Documentation,3,3,2,50
Artificial Intelligence,Model Training,20,2,3,180
Software Engineering,Reading Documentation,12,2,1,245
Computer Networks,Reading Protocols,15,1,1,197
Artificial Intelligence,Model Training,15,2,2,256
Software Engineering,Writing Code,15,1,2,142
Computer Networks,Network Troubleshooting,19,2,2,363
Artificial Intelligence,Writing Code,20,3,3,318
Software Engineering,Debugging,21,2,2,340
Artificial Intelligence,Math/Algorithm Review,24,1,1,260
Computer Networks,Network Troubleshooting,13,2,2,185
Computer Networks,Network Troubleshooting,19,1,1,223
Software Engineering,Debugging,24,2,2,333
Computer Networks,Reading Protocols,8,2,2,144
Software Engineering,System Design,5,3,3,86
Computer Networks,Network Troubleshooting,2,3,3,35
Software Engineering,System Design,5,2,2,71
Computer Networks,Network Troubleshooting,1,2,3,12
Artificial Intelligence,Writing Code,22,2,1,553
Software Engineering,Debugging,21,1,2,217
Artificial Intelligence,Math/Algorithm Review,9,1,2,87
Artificial Intelligence,Math/Algorithm Review,8,1,2,59
Computer Networks,Security Auditing,22,2,3,181
Computer Networks,Lab Simulation,17,2,1,337
Software Engineering,Code Review,4,2,2,50
Artificial Intelligence,Math/Algorithm Review,15,3,2,328
Software Engineering,Reading Documentation,14,2,3,169
Computer Networks,Network Troubleshooting,1,1,2,8
Software Engineering,Reading Documentation,24,2,1,478
Artificial Intelligence,Data Preprocessing,6,1,3,40
Software Engineering,Reading Documentation,10,2,2,139
Computer Networks,Reading Protocols,4,2,2,59
Artificial Intelligence,Math/Algorithm Review,11,2,2,122
Computer Networks,Network Troubleshooting,7,1,2,76
Software Engineering,System Design,10,3,2,204
Software Engineering,System Design,6,2,2,90
Artificial Intelligence,Math/Algorithm Review,19,2,2,246
Software Engineering,Reading Documentation,17,3,3,328
Artificial Intelligence,Math/Algorithm Review,6,1,1,70
Software Engineering,Reading Documentation,13,2,1,177
Computer Networks,Lab Simulation,16,2,1,419
Computer Networks,Configuring Routers,5,1,1,66
Software Engineering,Writing Code,4,1,2,45
Computer Networks,Reading Protocols,9,2,3,83
Artificial Intelligence,Writing Code,12,2,1,220
Artificial Intelligence,Data Preprocessing,20,2,3,172
Software Engineering,Debugging,22,2,3,187
Artificial Intelligence,Data Preprocessing,22,3,2,488
Software Engineering,Code Review,11,3,2,255
Software Engineering,Writing Code,24,1,2,182
Artificial Intelligence,Math/Algorithm Review,2,2,2,33
Computer Networks,Configuring Routers,20,1,1,237
Artificial Intelligence,Data Preprocessing,15,2,1,352
Artificial Intelligence,Writing Code,24,2,2,334
Artificial Intelligence,Reading Research Papers,4,1,3,35
Artificial Intelligence,Writing Code,10,1,1,93
Software Engineering,Code Review,13,2,2,200
Software Engineering,Debugging,21,2,2,312
Software Engineering,Writing Code,2,1,1,31
Artificial Intelligence,Writing Code,17,3,1,439
Software Engineering,Debugging,3,3,2,57
Artificial Intelligence,Writing Code,8,3,3,156
Computer Networks,Configuring Routers,10,1,1,114
Computer Networks,Reading Protocols,5,1,1,81
Software Engineering,Debugging,21,2,1,541
Software Engineering,Code Review,7,1,2,72
Software Engineering,Code Review,15,1,1,219
Computer Networks,Reading Protocols,11,2,3,121
Software Engineering,System Design,11,2,3,126
Computer Networks,Configuring Routers,1,3,1,34
Artificial Intelligence,Reading Research Papers,19,2,1,299
Computer Networks,Reading Protocols,21,2,2,276
Artificial Intelligence,Writing Code,8,1,1,121
Artificial Intelligence,Model Training,7,2,2,97
Computer Networks,Lab Simulation,14,2,2,194
Software Engineering,Code Review,1,2,2,11
Artificial Intelligence,Data Preprocessing,15,2,3,196
Computer Networks,Configuring Routers,6,1,3,35
Computer Networks,Lab Simulation,9,1,2,117
Artificial Intelligence,Model Training,14,3,3,200
Software Engineering,Code Review,16,2,3,149
Software Engineering,System Design,13,1,1,139
Computer Networks,Security Auditing,5,1,2,40
Artificial Intelligence,Reading Research Papers,7,1,1,63
Computer Networks,Reading Protocols,9,1,1,125
Computer Networks,Configuring Routers,12,1,3,93
Computer Networks,Network Troubleshooting,18,2,2,236
Artificial Intelligence,Writing Code,8,2,1,174
Artificial Intelligence,Math/Algorithm Review,14,2,2,201
Computer Networks,Lab Simulation,16,2,3,184
Artificial Intelligence,Data Preprocessing,20,3,1,559
Artificial Intelligence,Reading Research Papers,12,3,2,321
Computer Networks,Network Troubleshooting,17,2,2,231
Artificial Intelligence,Model Training,21,3,1,685
Artificial Intelligence,Math/Algorithm Review,22,2,1,438
Computer Networks,Configuring Routers,8,1,3,61
Software Engineering,Reading Documentation,3,3,2,63
Artificial Intelligence,Model Training,17,2,2,263
Software Engineering,Code Review,12,3,2,271
Software Engineering,Code Review,1,1,3,6
Computer Networks,Reading Protocols,16,2,3,194
Computer Networks,Configuring Routers,6,1,2,66
Artificial Intelligence,Writing Code,19,3,3,308
Computer Networks,Security Auditing,23,1,2,267
Artificial Intelligence,Reading Research Papers,9,2,2,112
Artificial Intelligence,Model Training,18,3,2,430
Computer Networks,Lab Simulation,23,2,2,412
Artificial Intelligence,Data Preprocessing,4,1,3,33
Artificial Intelligence,Model Training,18,1,3,142
Artificial Intelligence,Model Training,22,1,2,161
Computer Networks,Reading Protocols,10,2,1,177
Software Engineering,Code Review,13,1,3,93
Computer Networks,Network Troubleshooting,17,2,1,390
Computer Networks,Security Auditing,9,2,1,143
Computer Networks,Lab Simulation,12,2,3,109
Computer Networks,Network Troubleshooting,17,2,1,338
Artificial Intelligence,Writing Code,2,3,2,43
Computer Networks,Configuring Routers,7,3,3,120
Software Engineering,Code Review,17,3,1,498
Computer Networks,Network Troubleshooting,12,2,3,154
Software Engineering,System Design,12,1,2,149
Artificial Intelligence,Model Training,18,3,2,398
Artificial Intelligence,Math/Algorithm Review,6,2,2,105
Artificial Intelligence,Data Preprocessing,2,1,1,20
Computer Networks,Reading Protocols,3,3,1,94
Computer Networks,Reading Protocols,19,2,1,309
Computer Networks,Lab Simulation,2,1,3,14
Computer Networks,Configuring Routers,9,1,3,56
Software Engineering,System Design,3,1,1,27
Computer Networks,Network Troubleshooting,2,1,2,24
Software Engineering,Reading Documentation,22,1,2,213
Artificial Intelligence,Math/Algorithm Review,22,2,1,486
Software Engineering,System Design,20,3,1,636
Software Engineering,System Design,20,2,1,436
Artificial Intelligence,Reading Research Papers,13,2,1,250
Artificial Intelligence,Data Preprocessing,18,1,2,213
Software Engineering,Reading Documentation,1,2,1,19
Software Engineering,Code Review,12,2,2,213
Software Engineering,System Design,24,3,1,806
Computer Networks,Configuring Routers,11,2,1,219
Computer Networks,Network Troubleshooting,11,2,1,224
Computer Networks,Configuring Routers,18,3,2,424
Computer Networks,Configuring Routers,15,1,3,102
Computer Networks,Reading Protocols,21,1,2,198
Artificial Intelligence,Reading Research Papers,8,2,1,120
Artificial Intelligence,Math/Algorithm Review,11,2,1,200
Artificial Intelligence,Math/Algorithm Review,8,3,1,186
Artificial Intelligence,Model Training,4,2,2,46
Artificial Intelligence,Reading Research Papers,1,1,2,7
Artificial Intelligence,Writing Code,2,1,2,22
Artificial Intelligence,Writing Code,10,1,2,79
Software Engineering,Writing Code,8,2,1,126
Computer Networks,Security Auditing,6,2,3,65
Software Engineering,Code Review,6,1,1,87
Software Engineering,System Design,15,1,1,138
Computer Networks,Network Troubleshooting,9,2,1,174
Artificial Intelligence,Data Preprocessing,2,1,1,20
Artificial Intelligence,Writing Code,22,2,2,347
Computer Networks,Reading Protocols,4,2,1,92
Software Engineering,System Design,24,1,1,338
Software Engineering,System Design,4,2,2,66
Software Engineering,System Design,3,3,3,43
Software Engineering,Code Review,14,1,2,136
Computer Networks,Network Troubleshooting,10,2,1,194
Artificial Intelligence,Data Preprocessing,24,2,2,319
Software Engineering,System Design,7,3,2,192
Artificial Intelligence,Data Preprocessing,23,1,1,353
Computer Networks,Security Auditing,22,1,2,238
Artificial Intelligence,Reading Research Papers,16,2,1,346
Software Engineering,Reading Documentation,2,1,1,27
Computer Networks,Network Troubleshooting,7,1,1,99
Software Engineering,Writing Code,1,2,2,10
Software Engineering,Code Review,16,1,1,194
Computer Networks,Network Troubleshooting,5,2,2,80
Artificial Intelligence,Reading Research Papers,14,2,2,202
Artificial Intelligence,Math/Algorithm Review,21,2,1,640
Software Engineering,System Design,12,1,1,156
Artificial Intelligence,Math/Algorithm Review,24,2,1,383
Artificial Intelligence,Model Training,21,2,3,202
Computer Networks,Reading Protocols,16,1,1,232
Software Engineering,Writing Code,19,2,1,289
Computer Networks,Network Troubleshooting,11,2,2,133
Software Engineering,Debugging,17,2,3,198
Computer Networks,Reading Protocols,15,1,1,279
Computer Networks,Lab Simulation,9,3,1,326
Computer Networks,Reading Protocols,2,1,2,15
Software Engineering,Reading Documentation,12,2,3,117
Artificial Intelligence,Reading Research Papers,20,2,1,400
Computer Networks,Security Auditing,7,2,2,131
Software Engineering,Debugging,8,2,3,78
Artificial Intelligence,Model Training,10,2,1,256
Computer Networks,Reading Protocols,5,2,2,54
Computer Networks,Reading Protocols,7,2,2,91
Artificial Intelligence,Model Training,12,3,1,324
Computer Networks,Network Troubleshooting,10,3,2,222
Artificial Intelligence,Data Preprocessing,2,1,2,20
Computer Networks,Security Auditing,7,2,1,133
Computer Networks,Configuring Routers,6,1,2,60
Artificial Intelligence,Math/Algorithm Review,2,2,2,30
Computer Networks,Security Auditing,3,2,3,34
Computer Networks,Configuring Routers,9,2,1,201
Artificial Intelligence,Reading Research Papers,16,1,2,160
Computer Networks,Configuring Routers,11,2,1,196
Software Engineering,Writing Code,6,2,3,52
Computer Networks,Configuring Routers,2,1,1,27
Artificial Intelligence,Model Training,4,3,1,125
Software Engineering,System Design,4,1,2,41
Computer Networks,Security Auditing,9,2,1,173
Software Engineering,Writing Code,22,2,2,319
Artificial Intelligence,Model Training,20,1,2,206
Software Engineering,Writing Code,13,2,1,227
Artificial Intelligence,Reading Research Papers,21,3,2,420
Software Engineering,Debugging,23,2,2,365
Computer Networks,Security Auditing,17,2,3,129
Software Engineering,Writing Code,14,2,1,219
Software Engineering,Code Review,4,1,2,36
Computer Networks,Network Troubleshooting,20,2,2,247
Artificial Intelligence,Writing Code,16,2,2,249
Artificial Intelligence,Reading Research Papers,24,2,2,387
Artificial Intelligence,Model Training,3,1,2,25
Computer Networks,Lab Simulation,7,1,1,101
Artificial Intelligence,Data Preprocessing,20,3,1,586
Artificial Intelligence,Model Training,14,2,1,259
Artificial Intelligence,Writing Code,18,1,2,173
Computer Networks,Security Auditing,1,2,1,15
Software Engineering,Code Review,15,2,2,229
Computer Networks,Lab Simulation,5,3,1,126
Artificial Intelligence,Writing Code,7,2,2,107
Artificial Intelligence,Math/Algorithm Review,14,1,1,177
Software Engineering,Code Review,18,1,1,233
Artificial Intelligence,Math/Algorithm Review,23,3,2,435
Computer Networks,Security Auditing,6,3,1,202
Software Engineering,Debugging,6,3,2,115
Software Engineering,Reading Documentation,6,1,2,60
Software Engineering,Reading Documentation,10,1,2,88
Artificial Intelligence,Model Training,12,2,1,247
Software Engineering,Debugging,23,2,3,207
Artificial Intelligence,Model Training,20,2,3,175
Computer Networks,Configuring Routers,1,3,2,18
Artificial Intelligence,Math/Algorithm Review,14,1,1,215
Software Engineering,Code Review,23,2,1,401
Artificial Intelligence,Data Preprocessing,16,1,1,247
Artificial Intelligence,Writing Code,14,3,1,423
Computer Networks,Security Auditing,20,2,2,344
Artificial Intelligence,Data Preprocessing,8,2,1,161
Artificial Intelligence,Reading Research Papers,20,1,1,276
Computer Networks,Reading Protocols,11,1,1,167
Artificial Intelligence,Data Preprocessing,16,1,3,118
Computer Networks,Network Troubleshooting,4,2,3,43
Artificial Intelligence,Model Training,11,1,3,70
Artificial Intelligence,Reading Research Papers,12,2,2,172
Computer Networks,Security Auditing,15,3,1,421
Computer Networks,Reading Protocols,6,3,2,141
Software Engineering,System Design,15,2,2,247
Software Engineering,System Design,23,1,1,263
Artificial Intelligence,Data Preprocessing,9,3,1,252
Software Engineering,System Design,21,3,1,425
Artificial Intelligence,Math/Algorithm Review,5,1,2,55
Software Engineering,Reading Documentation,6,2,3,71
Software Engineering,Reading Documentation,10,3,2,208
Artificial Intelligence,Data Preprocessing,20,2,2,315
Software Engineering,System Design,9,2,3,99
Computer Networks,Reading Protocols,9,2,2,131
Software Engineering,Code Review,8,2,1,146
Software Engineering,Code Review,15,2,1,364
Artificial Intelligence,Data Preprocessing,24,2,2,346
Software Engineering,System Design,17,2,1,407
Software Engineering,System Design,9,2,3,85
Software Engineering,Writing Code,7,3,3,139
Software Engineering,Code Review,12,2,2,216
Software Engineering,Writing Code,15,3,1,372
Software Engineering,Code Review,6,2,2,83
Artificial Intelligence,Writing Code,9,2,3,105
Artificial Intelligence,Reading Research Papers,17,2,2,248
Computer Networks,Reading Protocols,19,3,1,704
Computer Networks,Security Auditing,16,2,3,211
Computer Networks,Configuring Routers,15,2,1,327
Computer Networks,Reading Protocols,12,3,2,263
Software Engineering,Debugging,14,1,1,194
Computer Networks,Network Troubleshooting,6,3,1,173
Software Engineering,Code Review,13,2,3,127
Artificial Intelligence,Model Training,14,2,2,232
Artificial Intelligence,Model Training,21,2,2,313
